51209, 1
51210, 1
51211, 1
51212, 1
51213, 1
51214, 1
51215, 1
51220, 1
51221, 1
51222, 1
51225, 1
51229, 1
51230, 1
51234, 1
51236, 1
51237, 1
51274, 0
51277, 0
51279, 0
51281, 0
51282, 0
51283, 0
51285, 0
51297, 0
51300, 0
51301, 0
51335, 0
51337, 0
51370, 0
51374, 0
51487, 0
51489, 0
51490, 0
51491, 0
51492, 0
51493, 0
51494, 0
51495, 0
51502, 0
51504, 0
51506, 0
51508, 0
51509, 0
51510, 0
51511, 0
51517, 0
51518, 0
51520, 0
51562, 0
51565, 0
51570, 0
51572, 0
51573, 0
51574, 0
51575, 0
51576, 0
51605, 0
51607, 0
51619, 0
51709, 0
51710, 0
51711, 0
51713, 0
51715, 0
51716, 0
51718, 0
51721, 0
51725, 0
51735, 0
51736, 0
51740, 0
51742, 0
51768, 0
51777, 0
51824, 0
51827, 0
51830, 0
51837, 0
51839, 0
51841, 0
51843, 0
51854, 0
51858, 0
51874, 0
51881, 0
51886, 0
51900, 0
51901, 0
51902, 0
51905, 0
51907, 0
51908, 0
51909, 0
51914, 0
51915, 0
51922, 0
51924, 0
51927, 0
51928, 0
51933, 0
51934, 0
51940, 0
51945, 0
51946, 0
51949, 0
51952, 0
51953, 0
51954, 0
51958, 0
51977, 0
51978, 0
51982, 0
51985, 0
51986, 0
51987, 0
51990, 0
51997, 0
51998, 0
51999, 0
52005, 0
52015, 0
52018, 0
52022, 0
52026, 0
52030, 0
52032, 0
52035, 0
52036, 0
52037, 0
52044, 0
52046, 0
52047, 0
52048, 0
52049, 0
52052, 0
52060, 0
52062, 0
52067, 0
52068, 0
52069, 0
52077, 0
52078, 0
52097, 0
52099, 0
52101, 0
52102, 0
52103, 0
52107, 0
52108, 0
52110, 0
52111, 0
52112, 0
52145, 0
52146, 0
52265, 0
52266, 0
52269, 0
52270, 0
52271, 0
52278, 0
52286, 0
52288, 0
52289, 0
52290, 0
52291, 0
52292, 0
52294, 0
52296, 0
52302, 0
52303, 0
52304, 0
52308, 0
52309, 0
52314, 0
52318, 0
52323, 0
52324, 0
52325, 0
52326, 0
52327, 0
52343, 0
52346, 0
52347, 0
52348, 0
52349, 0
52357, 0
52359, 0
52360, 0
52361, 0
52367, 0
52369, 0
52393, 0
52394, 0
52414, 0
52424, 0
52432, 0
52444, 0
52447, 0
52449, 0
52462, 0
52463, 0
52472, 0
52482, 0
52495, 0
52518, 0
52519, 0
52520, 0
52521, 0
52522, 0
52538, 0
52539, 0
52540, 0
52558, 0
52575, 0
52576, 0
52579, 0
52580, 0
52584, 0
52585, 0
52592, 0
52593, 0
52594, 0
52595, 0
52596, 0
52611, 0
52614, 0
52615, 0
52617, 0
52623, 0
52624, 0
52625, 0
52626, 0
52638, 0
52649, 0
52651, 0
52653, 0
52660, 0
52661, 0
52682, 0
52690, 0
52692, 0
52704, 0
52718, 0
52721, 0
52755, 0
52811, 0
52815, 0
52846, 0
52887, 0
52888, 0
53046, 0
53049, 0
53284, 0
53287, 0
53293, 0
53312, 0
53370, 0
53376, 0
53407, 0
53452, 0
53468, 0
53742, 0
53744, 0
53753, 0
53754, 0
53761, 0
53768, 0
53769, 0
53772, 0
53780, 0
53782, 0
53793, 0
53794, 0
53812, 0
53817, 0
53818, 0
53820, 0
53822, 0
53828, 0
53830, 0
53833, 0
53834, 0
53836, 0
53852, 0
53856, 0
53860, 0
53861, 0
53862, 0
